Unnamed: 0,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction
100,5.0,0.399902,2064.1,2841.3,1196.7,1039.9,1801.4,0.120476,0.07811744707407135,-0.00126788476404181,0.00025286416625378005,-0.0058484,0.00012007001878109916
101,0.0,-0.429825,2115.7,2241.1,1796.9,834.7,1406.4,0.12032309999999999,0.07810184626251332,-0.0012013990253671694,0.00043018692045898924,-0.0058296,0.00012096511047210738
102,0.0,0.27549,1421.2,1060.8,2977.2,266.5,794.3,0.1203853,0.07814289139828094,-0.00126235095329284,0.00046121651241844,-0.0058479,0.00011775235897682123
103,4.0,-0.721235,2075.1,3133.0,905.0,1683.4,1449.6,0.12013009999999999,0.0779211598190818,-0.00114617113705045,0.00076959284297315,-0.005799,0.00012630149889858862
104,1.0,0.412498,2744.9,2258.1,1779.9,835.1,1423.0,0.1203981,0.07802882012727178,-0.00128801616239428,0.00073920227311051,-0.005806,0.00012292575080613625
105,5.0,0.49170400000000003,2026.1,3043.6,994.4,1314.9,1728.7,0.120692,0.07820810452745094,-0.0010482739189046,0.0008095912942548799,-0.005772200000000001,0.0001294624847339953
106,3.0,0.532144,1767.5,2865.5,1172.5,1339.4,1526.1,0.12100439999999998,0.07829826374023405,-0.00103787121376837,0.00119727682565649,-0.005751300000000001,0.00012476275206689823
107,0.0,0.954546,2185.1,2602.6,1435.4,1589.8,1012.8,0.12133210000000001,0.07841564875538987,-0.00100257874727698,0.0012550673783255002,-0.005725,0.00012284829321921982
108,0.0,0.675018,1703.3,2814.5,1223.5,1423.0,1391.5,0.1216796,0.07867562430377573,-0.00091942968558168,0.00141784344010123,-0.005803600000000001,0.00013279667011590292
109,5.0,0.571205,2287.7,2725.5,1312.5,1313.5,1412.0,0.12191719999999999,0.0788705423986831,-0.0009369693114104499,0.001589197718016,-0.0057743000000000004,0.00013613875804257544
110,1.0,0.680443,2030.0,3290.3,747.7,1737.4,1552.9,0.12238439999999999,0.07906195817111805,-0.0006637786830135095,0.0019269353539703,-0.005835,0.00013580969944774327
111,5.0,0.285144,1894.3,2388.7,1649.3,670.9,1717.8,0.122547,0.07915647411689794,-0.0007768986669629901,0.00191473711711917,-0.0058075,0.00014049560735468215
112,2.0,0.443164,1556.8,2659.7,1378.3,1084.5,1575.2,0.12282,0.07934895827914565,-0.00084877190558133,0.00198561514376076,-0.0058699999999999985,0.0001433556195453478
113,3.0,0.716898,2204.0,2089.3,1948.7,1155.9,933.4,0.1231369,0.07944524756385332,-0.0009576870106323199,0.0021974364222843,-0.005752700000000001,0.00016178881924116807
114,2.0,-0.509061,2093.4,3557.5,480.5,1602.4,1955.1,0.1228583,0.07932313253915341,-0.0008493900279328162,0.00239166680544295,-0.0056583,0.00016646985903071235
115,5.0,0.611673,1470.6,2775.3,1262.7,1387.5,1387.8,0.12314259999999999,0.07947205764762602,-0.0007593906181798135,0.00261393179355623,-0.0056126,0.00016088335180718463
116,1.0,0.517297,1923.8,2242.8,1795.2,992.8,1250.0,0.1234116,0.07958080189731742,-0.00076576221083195,0.00251409683335603,-0.005653200000000001,0.00015693871947244329
117,1.0,-0.72589,2025.2,3526.9,511.1,1938.7,1588.2,0.1230378,0.07949488854452018,-0.00089190216928524,0.002565139250306314,-0.005597199999999999,0.00017212238141563083
118,0.0,-0.458722,1803.8,2893.9,1144.1,1134.8,1759.1,0.12281,0.07939180520641015,-0.0008845721316872,0.00246461617673661,-0.005603,0.00017223420850158612
119,1.0,0.473283,2721.5,2436.2,1601.8,1008.9,1427.3,0.1231328,0.07955448052460004,-0.00079852400905406,0.00246685932712027,-0.0057276,0.0001675078793705311
120,2.0,-0.619674,1800.6,3009.7,1028.3,1530.2,1479.5,0.12297759999999999,0.07953744982635146,-0.0010970402492852173,0.0024178283430089597,-0.005701599999999999,0.00017263237020602006
121,5.0,0.418555,2531.6,3001.7,1036.3,1185.1,1816.6,0.1232443,0.07967245154251279,-0.00105859583124492,0.00250109387647466,-0.0057313,0.00016930919130635173
122,3.0,0.290255,1907.8,2036.8,2001.2,594.7,1442.1,0.1234691,0.07975082139311561,-0.00105441610739357,0.002606032072004047,-0.005719299999999999,0.00016875645742759268
123,5.0,0.0,2029.3,36.0,4002.0,0.0,36.0,0.1234691,0.07975082139311561,-0.00105441610739357,0.002606032072004047,-0.005719299999999999,0.00016875645742759268
124,4.0,-0.457828,2189.5,2479.4,1558.6,966.7,1512.7,0.12328170000000001,0.07964657142543723,-0.0010881825254476102,0.00245388190889612,-0.005688,0.00017292506083929643
125,1.0,-0.382328,2326.1,2215.9,1822.1,779.4,1436.5,0.1230761,0.0795360644176687,-0.00096893803277583,0.00260389140637469,-0.0056172,0.0001804778660607985
126,3.0,-0.75843,1624.8,3373.4,664.6,1934.6,1438.8,0.122619,0.07940988084041135,-0.0007586740431966101,0.00267077012045738,-0.005696499999999999,0.00018920207460596658
127,3.0,0.367183,1955.6,2179.3,1858.7,781.6,1397.7,0.1229237,0.0795422426769274,-0.00069005352711602,0.00282324753098784,-0.005698099999999999,0.00019596911469573286
128,4.0,-0.688897,1804.2,2867.5,1170.5,1462.0,1405.5,0.12268509999999999,0.07944582094950176,-0.00076331026618251,0.00270293299615601,-0.0057994000000000006,0.00018362947596501736
129,0.0,-0.532867,2103.4,2695.0,1343.0,1163.7,1531.3,0.12245500000000001,0.07938156876659659,-0.0009140507309225001,0.00268143635173808,-0.0058309,0.00018719773411987468
130,5.0,0.33696,1449.4,2829.8,1208.2,928.3,1901.5,0.1226952,0.07957806024730446,-0.00096766145198907,0.00293976461274058,-0.0057969,0.0001866901866246174
131,3.0,0.365158,2236.4,2683.4,1354.6,959.9,1723.5,0.12306239999999999,0.0797065341364554,-0.00109181548476469,0.0027296911233392097,-0.005781,0.00018837470599451068
132,1.0,-0.73025,1943.0,2945.4,1092.6,1614.8,1330.6,0.12281249999999999,0.0796173422127517,-0.0009869097214833,0.0024484414126395198,-0.0057583,0.00019608961843158934
133,3.0,0.47674500000000003,1999.4,2867.5,1170.5,1250.4,1617.1,0.12327059999999998,0.07982682206801255,-0.0008877557123365802,0.0023416219631374703,-0.005749,0.00017619022383447296
134,1.0,0.511795,2074.1,2251.6,1786.4,979.6,1272.0,0.12348479999999999,0.07992822759107972,-0.00082438311913098,0.00241880367818642,-0.005797599999999999,0.00019058381395578578
135,0.0,-0.377927,1809.6,2348.0,1690.0,765.7,1582.3,0.1233474,0.07986544524828397,-0.0009129136061536401,0.0023333399418512483,-0.005806400000000001,0.00018638875469956289
136,0.0,0.552694,1854.6,2175.0,1863.0,952.5,1222.5,0.1235686,0.0799038407673934,-0.00085991020969024,0.0023837065888629985,-0.005810900000000001,0.00018171614110992808
137,5.0,0.730716,2030.0,3428.5,609.5,1931.6,1496.9,0.12397709999999999,0.08013295193360356,-0.00062858924567871,0.00274293316206048,-0.005841000000000001,0.00016501499798453543
138,5.0,-0.418555,2087.6,2724.7,1313.3,1085.2,1639.5,0.1236394,0.07993476632224564,-0.00077271387479666,0.0026836763706797402,-0.0058557,0.00017225911817380943
139,3.0,0.273248,2603.2,2713.4,1324.6,751.4,1962.0,0.1238947,0.08003473776287148,-0.00073454335231914,0.0027219024711732298,-0.0058519999999999996,0.00016671663802488788
140,2.0,-0.284499,1962.7,2182.0,1856.0,588.1,1593.9,0.1237928,0.07993011717785747,-0.00072089731670456,0.00260951150889568,-0.005837900000000001,0.00017006719744927553
