Unnamed: 0,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction,user_activity
96,4.0,0.540474,1844.8,2770.5,1267.5,1182.1,1588.4,0.1201743,0.07763354319558703,-0.00163461866474942,-0.00022061091935627998,-0.0055284,-0.00011641943661123001,0.8763087150439244
97,2.0,-0.320614,2279.2,2177.3,1860.7,654.2,1523.1,0.1200056,0.0775943136592723,-0.0015651840388427138,-0.0002082878303501853,-0.0054529999999999995,-0.00012021603477517001,0.8762977004734862
98,0.0,0.21735699999999997,1770.0,1113.3,2924.7,218.5,894.8,0.1200747,0.07765539232093269,-0.001551290894816986,-6.432709039204793e-05,-0.0054485,-0.00012147326031942999,0.8762943331424635
99,2.0,0.506019,2113.2,3213.6,824.4,1409.7,1803.9,0.12047510000000002,0.07792601940348257,-0.0017709049112600499,0.00011449916960702996,-0.0055023,-0.00010794679589238,0.876298595815
100,5.0,0.399902,1334.7,2446.8,1591.2,875.4,1571.4,0.12065909999999999,0.07805553023434317,-0.0017579705377718101,8.706975816762572e-05,-0.005496300000000001,-0.00010758083783321002,0.8762951684134155
101,0.0,-0.429825,2121.3,2204.4,1833.6,763.8,1440.6,0.1204591,0.07793823487803771,-0.00173603293915831,-5.516743732007674e-05,-0.005520499999999999,-0.00010498018608516999,0.8763074915091027
102,0.0,0.27549,2095.0,1474.5,2563.5,349.1,1125.4,0.12056510000000001,0.07796670894714364,-0.00164871567194629,-9.558308363614672e-05,-0.0055255,-0.00011042530078191001,0.8763072385591977
103,4.0,-0.721235,1935.7,3412.6,625.4,1765.1,1647.5,0.1202715,0.07776768037037082,-0.0016048292422888688,0.00029562862091320186,-0.005531300000000001,-0.00011858437853035,0.8763099719069734
104,1.0,0.412498,1545.2,2343.6,1694.4,857.2,1486.4,0.12055540000000001,0.07794431728084589,-0.0015431271342807211,0.00027102628953694,-0.005634000000000001,-0.00012101762454926,0.8763135641165662
105,5.0,0.49170400000000003,1704.1,2395.5,1642.5,1009.0,1386.5,0.12080679999999999,0.07806644895137028,-0.0017423567798513998,0.000578171850695936,-0.005613599999999999,-0.00011537515282396,0.8763185072075403
106,3.0,0.532144,1973.5,2792.5,1245.5,1307.1,1485.4,0.12123010000000001,0.078256055224977,-0.0017903094490162598,0.0004699786183350671,-0.0055629,-0.00012022214147901999,0.8763124403799428
107,0.0,0.954546,2220.8,2848.3,1189.7,1680.5,1167.8,0.1215784,0.078434994310416,-0.00168280485845335,0.00045802846823374786,-0.0056002,-0.0001240943672774811,0.8762966191226184
108,0.0,0.675018,2440.2,2683.2,1354.8,1309.0,1374.2,0.1219242,0.07860148105946091,-0.00151276554655515,0.0005170154457832885,-0.0056098,-0.00012303372259095537,0.8762951585630739
109,5.0,0.571205,2189.5,2889.3,1148.7,1363.1,1526.2,0.12223969999999999,0.0787942192060238,-0.0013348195605614802,0.00049506693318689,-0.0055994,-0.00012571703469871655,0.8762639959361862
110,1.0,0.680443,2104.9,3099.0,939.0,1612.6,1486.4,0.1226556,0.07904698712685339,-0.0011910339267203799,0.0005336713786677199,-0.0056418,-0.00011952932391929136,0.8762675059066409
111,5.0,0.285144,1864.8,1883.2,2154.8,500.4,1382.8,0.1227714,0.07913209392686002,-0.0011815092961523,0.00024119685722271151,-0.0056056000000000005,-0.00011340740741404742,0.8762723153056258
112,2.0,0.443164,1886.0,2568.1,1469.9,1026.2,1541.9,0.1230763,0.0793245449495397,-0.00120680580866694,0.0002603776295103682,-0.0056776,-0.00012292256497780044,0.8762521642224368
113,3.0,0.716898,2048.9,3310.1,727.9,1841.8,1468.3,0.12353080000000001,0.0795962512119944,-0.0009075943030543799,0.00037320098912039005,-0.0056238,-0.00013258646856177306,0.8762293473865863
114,2.0,-0.509061,2269.1,3294.5,743.5,1470.7,1823.8,0.123227,0.07939901382790568,-0.0008772751513587002,0.00039893267657701995,-0.005576599999999999,-0.0001276138385378313,0.8762166438388848
115,5.0,0.611673,1371.9,2912.6,1125.4,1452.5,1460.1,0.1235787,0.07970970889182047,-0.00114179083812469,0.0004538161182025899,-0.0055442,-0.00012237349552983524,0.8762141276481336
116,1.0,0.517297,1685.9,2322.9,1715.1,1023.6,1299.3,0.1237762,0.0798325999319585,-0.0009759966848452801,0.0004652313441399549,-0.005590799999999999,-0.00011852501134719684,0.8762141276481336
117,1.0,-0.72589,2278.8,3259.1,778.9,1757.6,1501.5,0.1234523,0.0795978563695167,-0.0009603775090828,0.00042502306395291004,-0.005591699999999999,-0.00012866089693453855,0.8762187870656875
118,0.0,-0.458722,2392.5,2249.1,1788.9,840.3,1408.8,0.1232463,0.07951856888057643,-0.0009758101635875298,0.0002369136260707277,-0.005570800000000001,-0.0001256721916031859,0.8762191812680478
119,1.0,0.473283,2464.3,2268.0,1770.0,931.3,1336.7,0.12346140000000001,0.07967067372671158,-0.0009340337519104898,0.00016804904489749764,-0.005568000000000001,-0.0001348765867505,0.8762210017539354
120,2.0,-0.619674,1723.5,3474.0,564.0,1734.3,1739.7,0.1232463,0.07949230737052261,-0.000731913081223748,0.00019189140382829998,-0.005543500000000001,-0.00011420079725234999,0.8762166937018627
121,5.0,0.418555,2090.0,2738.1,1299.9,1072.8,1665.3,0.1235373,0.0797171716331318,-0.000733520483688083,0.0004118901091748299,-0.0055054,-0.00011102689137383708,0.8762190199514843
122,3.0,0.290255,2103.2,3201.7,836.3,957.8,2243.9,0.12381420000000001,0.07982344880896128,-0.0006915533807345801,0.0004665801291601101,-0.0054945,-0.00010803630127192832,0.8762217123474982
123,5.0,0.0,2087.2,50.1,3987.9,0.0,50.1,0.12381420000000001,0.07982344880896128,-0.0006915533807345801,0.0004665801291601101,-0.0054945,-0.00010803630127192832,0.8762217123474982
124,4.0,-0.457828,1945.7,2013.2,2024.8,764.8,1248.4,0.1236451,0.07971847593602029,-0.00063381298833382,0.0008256280031130901,-0.0054945,-0.00010914297469416455,0.8762186784220216
125,1.0,-0.382328,2289.2,2391.6,1646.4,826.9,1564.7,0.12341690000000001,0.07960122962522205,-0.0006764642266280919,0.0008074197573414099,-0.005437300000000001,-0.00010919037417633224,0.8762233921272737
126,3.0,-0.75843,2157.1,3439.3,598.7,1986.9,1452.4,0.1229981,0.07939422486341166,-0.0008556252396327909,0.0007626688965848099,-0.005449000000000001,-0.0001028424665074399,0.8762253982854606
127,3.0,0.367183,2311.2,2709.0,1329.0,996.3,1712.7,0.12333039999999999,0.07955030812494526,-0.00079727729976774,0.00057380602292478,-0.0054431,-0.00010587464555084464,0.8762154104381674
128,4.0,-0.688897,2054.8,3011.5,1026.5,1484.2,1527.3,0.1231546,0.07944763134006286,-0.0008035752272346142,0.0007046065725367101,-0.0054602,-0.00012000062150228012,0.8762112814087046
129,0.0,-0.532867,2229.2,2568.3,1469.7,1054.0,1514.3,0.1229237,0.07933090278887986,-0.0007973823083701839,0.00084854936508993,-0.0054746000000000005,-0.00011856473217029546,0.8762122955001819
130,5.0,0.33696,2192.4,1898.5,2139.5,594.2,1304.3,0.12307680000000001,0.07940929932191977,-0.0007320807398839439,0.00078593829389211,-0.005453100000000001,-0.00011363888366265227,0.8762189099957816
131,3.0,0.365158,1790.6,2986.2,1051.8,1076.1,1910.1,0.12339009999999999,0.0795255039384969,-0.0008138942555207099,0.0009513724550687301,-0.0054232,-0.00011838087260381313,0.8762233219789457
